heldKey,reason,postNum,detail,alsoDuplicateKey
UNLOCATED-1129-namedEntities,UNLOCATED_SPAN,1129,Pompeo,false
UNLOCATED-1138-namedEntities,UNLOCATED_SPAN,1138,Ray Chandler,false
UNLOCATED-117-namedEntities,UNLOCATED_SPAN,117,United States of America,false
UNLOCATED-117-namedEntities,UNLOCATED_SPAN,117,Huma,false
UNLOCATED-117-namedEntities,UNLOCATED_SPAN,117,Huma,false
UNLOCATED-1201-namedEntities,UNLOCATED_SPAN,1201,Trump,false
UNLOCATED-1203-namedEntities,UNLOCATED_SPAN,1203,Standard Hotel,false
UNLOCATED-1208-namedEntities,UNLOCATED_SPAN,1208,Hussein,false
UNLOCATED-1211-namedEntities,UNLOCATED_SPAN,1211,Agnes Nixon,false
UNLOCATED-1217-namedEntities,UNLOCATED_SPAN,1217,WikiLeaks,false
UNLOCATED-1217-namedEntities,UNLOCATED_SPAN,1217,Podesta,false
UNLOCATED-1220-namedEntities,UNLOCATED_SPAN,1220,WikiLeaks,false
UNLOCATED-1220-namedEntities,UNLOCATED_SPAN,1220,Podesta,false
UNLOCATED-1221-namedEntities,UNLOCATED_SPAN,1221,WikiLeaks,false
UNLOCATED-1234-namedEntities,UNLOCATED_SPAN,1234,America,false
UNLOCATED-1235-namedEntities,UNLOCATED_SPAN,1235,Awan,false
UNLOCATED-1235-namedEntities,UNLOCATED_SPAN,1235,NO NAME,false
UNLOCATED-1253-namedEntities,UNLOCATED_SPAN,1253,Grassley,false
UNLOCATED-128-namedEntities,UNLOCATED_SPAN,128,Snow White,false
UNLOCATED-1286-namedEntities,UNLOCATED_SPAN,1286,5 Eyes,false
UNLOCATED-1286-namedEntities,UNLOCATED_SPAN,1286,Rudy,false
UNLOCATED-1305-namedEntities,UNLOCATED_SPAN,1305,NO NAME,false
UNLOCATED-1318-namedEntities,UNLOCATED_SPAN,1318,Huber,false
UNLOCATED-1318-namedEntities,UNLOCATED_SPAN,1318,Huber,false
UNLOCATED-1318-namedEntities,UNLOCATED_SPAN,1318,Huber,false
UNLOCATED-1326-namedEntities,UNLOCATED_SPAN,1326,NO NAME,false
UNLOCATED-134-namedEntities,UNLOCATED_SPAN,134,Huma,false
UNLOCATED-1341-namedEntities,UNLOCATED_SPAN,1341,Alex Jones,false
UNLOCATED-135-namedEntities,UNLOCATED_SPAN,135,Rothschild,false
UNLOCATED-1351-namedEntities,UNLOCATED_SPAN,1351,Sessions,false
UNLOCATED-1359-namedEntities,UNLOCATED_SPAN,1359,France,false
UNLOCATED-1370-namedEntities,UNLOCATED_SPAN,1370,Flynn,false
UNLOCATED-1377-namedEntities,UNLOCATED_SPAN,1377,Sessions,false
UNLOCATED-1377-namedEntities,UNLOCATED_SPAN,1377,Sessions,false
UNLOCATED-145-namedEntities,UNLOCATED_SPAN,145,America,false
UNLOCATED-1453-namedEntities,UNLOCATED_SPAN,1453,D party,false
UNLOCATED-146-namedEntities,UNLOCATED_SPAN,146,America,false
UNLOCATED-1483-namedEntities,UNLOCATED_SPAN,1483,Ryan,false
UNLOCATED-1493-namedEntities,UNLOCATED_SPAN,1493,God,false
UNLOCATED-1555-namedEntities,UNLOCATED_SPAN,1555,NO NAME,false
UNLOCATED-1602-namedEntities,UNLOCATED_SPAN,1602,God,false
UNLOCATED-1603-namedEntities,UNLOCATED_SPAN,1603,Putin,false
UNLOCATED-1603-namedEntities,UNLOCATED_SPAN,1603,Putin,false
UNLOCATED-1603-namedEntities,UNLOCATED_SPAN,1603,God,false
UNLOCATED-1646-namedEntities,UNLOCATED_SPAN,1646,America,false
UNLOCATED-1646-namedEntities,UNLOCATED_SPAN,1646,America,false
UNLOCATED-1646-namedEntities,UNLOCATED_SPAN,1646,Hitler,false
UNLOCATED-1646-namedEntities,UNLOCATED_SPAN,1646,God,false
UNLOCATED-1686-namedEntities,UNLOCATED_SPAN,1686,Huber,false
UNLOCATED-1702-namedEntities,UNLOCATED_SPAN,1702,America,false
UNLOCATED-1702-namedEntities,UNLOCATED_SPAN,1702,Kansas,false
UNLOCATED-1706-namedEntities,UNLOCATED_SPAN,1706,NO NAME,false
UNLOCATED-1745-namedEntities,UNLOCATED_SPAN,1745,United States of America,false
UNLOCATED-1745-namedEntities,UNLOCATED_SPAN,1745,Congress,false
UNLOCATED-1745-namedEntities,UNLOCATED_SPAN,1745,Hussein,false
UNLOCATED-1745-namedEntities,UNLOCATED_SPAN,1745,D party,false
UNLOCATED-1745-namedEntities,UNLOCATED_SPAN,1745,D party,false
UNLOCATED-1745-namedEntities,UNLOCATED_SPAN,1745,R party,false
UNLOCATED-1745-namedEntities,UNLOCATED_SPAN,1745,Senate,false
UNLOCATED-1745-namedEntities,UNLOCATED_SPAN,1745,Huber,false
UNLOCATED-1745-namedEntities,UNLOCATED_SPAN,1745,US Intel,false
UNLOCATED-1746-namedEntities,UNLOCATED_SPAN,1746,Congress,false
UNLOCATED-1746-namedEntities,UNLOCATED_SPAN,1746,Senate,false
UNLOCATED-1746-namedEntities,UNLOCATED_SPAN,1746,Nazi Germany,false
UNLOCATED-1764-namedEntities,UNLOCATED_SPAN,1764,Hussein,false
UNLOCATED-1764-namedEntities,UNLOCATED_SPAN,1764,Hussein,false
UNLOCATED-1764-namedEntities,UNLOCATED_SPAN,1764,Hussein,false
UNLOCATED-1764-namedEntities,UNLOCATED_SPAN,1764,Hussein,false
UNLOCATED-1764-namedEntities,UNLOCATED_SPAN,1764,Brennan,false
UNLOCATED-1764-namedEntities,UNLOCATED_SPAN,1764,Brennan,false
UNLOCATED-1764-namedEntities,UNLOCATED_SPAN,1764,Brennan,false
UNLOCATED-1764-namedEntities,UNLOCATED_SPAN,1764,Comey,false
UNLOCATED-1764-namedEntities,UNLOCATED_SPAN,1764,Clapper,false
UNLOCATED-1764-namedEntities,UNLOCATED_SPAN,1764,Rice,false
UNLOCATED-1822-namedEntities,UNLOCATED_SPAN,1822,Putin,false
UNLOCATED-1822-namedEntities,UNLOCATED_SPAN,1822,Watergate,false
UNLOCATED-1832-namedEntities,UNLOCATED_SPAN,1832,Washington,false
UNLOCATED-1833-namedEntities,UNLOCATED_SPAN,1833,Nunes,false
UNLOCATED-1850-namedEntities,UNLOCATED_SPAN,1850,NO NAME,false
UNLOCATED-1862-namedEntities,UNLOCATED_SPAN,1862,Wray,false
UNLOCATED-1863-namedEntities,UNLOCATED_SPAN,1863,Sean Hannity,false
UNLOCATED-1863-namedEntities,UNLOCATED_SPAN,1863,Roseanne Barr,false
UNLOCATED-1876-namedEntities,UNLOCATED_SPAN,1876,No Such Agency,false
UNLOCATED-1879-namedEntities,UNLOCATED_SPAN,1879,God,false
UNLOCATED-1884-namedEntities,UNLOCATED_SPAN,1884,Epstein,false
UNLOCATED-1884-namedEntities,UNLOCATED_SPAN,1884,Epstein Island,false
UNLOCATED-1884-namedEntities,UNLOCATED_SPAN,1884,Cuba,false
UNLOCATED-1884-namedEntities,UNLOCATED_SPAN,1884,Sudan,false
UNLOCATED-1884-namedEntities,UNLOCATED_SPAN,1884,Syria,false
UNLOCATED-1884-namedEntities,UNLOCATED_SPAN,1884,Yemen,false
UNLOCATED-1884-namedEntities,UNLOCATED_SPAN,1884,Libya,false
UNLOCATED-19-namedEntities,UNLOCATED_SPAN,19,Maxine Waters,false
UNLOCATED-1910-namedEntities,UNLOCATED_SPAN,1910,INSCOM,false
UNLOCATED-1928-namedEntities,UNLOCATED_SPAN,1928,Hussein,false
UNLOCATED-1929-namedEntities,UNLOCATED_SPAN,1929,Hussein,false
UNLOCATED-1935-namedEntities,UNLOCATED_SPAN,1935,Flynn,false
UNLOCATED-1935-namedEntities,UNLOCATED_SPAN,1935,NO NAME,false
UNLOCATED-1944-namedEntities,UNLOCATED_SPAN,1944,Hussein,false
UNLOCATED-1948-namedEntities,UNLOCATED_SPAN,1948,Hussein,false
UNLOCATED-1948-namedEntities,UNLOCATED_SPAN,1948,Hussein,false
UNLOCATED-1948-namedEntities,UNLOCATED_SPAN,1948,Hussein,false
UNLOCATED-1948-namedEntities,UNLOCATED_SPAN,1948,Hussein,false
UNLOCATED-1948-namedEntities,UNLOCATED_SPAN,1948,Brennan,false
UNLOCATED-1961-namedEntities,UNLOCATED_SPAN,1961,God,false
UNLOCATED-197-namedEntities,UNLOCATED_SPAN,197,God,false
UNLOCATED-1972-namedEntities,UNLOCATED_SPAN,1972,Watergate,false
UNLOCATED-1974-namedEntities,UNLOCATED_SPAN,1974,Huber,false
UNLOCATED-1978-namedEntities,UNLOCATED_SPAN,1978,Weiner,false
UNLOCATED-1978-namedEntities,UNLOCATED_SPAN,1978,Weiner,false
UNLOCATED-1981-namedEntities,UNLOCATED_SPAN,1981,Hussein,false
UNLOCATED-1981-namedEntities,UNLOCATED_SPAN,1981,Hussein,false
UNLOCATED-1981-namedEntities,UNLOCATED_SPAN,1981,Flynn,false
UNLOCATED-1981-namedEntities,UNLOCATED_SPAN,1981,Awan,false
UNLOCATED-1983-namedEntities,UNLOCATED_SPAN,1983,CrowdStrike,false
UNLOCATED-1990-namedEntities,UNLOCATED_SPAN,1990,Hussein,false
UNLOCATED-1990-namedEntities,UNLOCATED_SPAN,1990,Hussein,false
UNLOCATED-1990-namedEntities,UNLOCATED_SPAN,1990,Hussein,false
UNLOCATED-1990-namedEntities,UNLOCATED_SPAN,1990,Hussein,false
UNLOCATED-1990-namedEntities,UNLOCATED_SPAN,1990,Huber,false
UNLOCATED-2007-namedEntities,UNLOCATED_SPAN,2007,Speaker of the House,false
UNLOCATED-2009-namedEntities,UNLOCATED_SPAN,2009,Snow White,false
UNLOCATED-2010-namedEntities,UNLOCATED_SPAN,2010,Snow White,false
UNLOCATED-2011-namedEntities,UNLOCATED_SPAN,2011,Snow White,false
UNLOCATED-2012-namedEntities,UNLOCATED_SPAN,2012,Snow White,false
UNLOCATED-2029-namedEntities,UNLOCATED_SPAN,2029,New York Post,false
UNLOCATED-2029-namedEntities,UNLOCATED_SPAN,2029,Vice News,false
UNLOCATED-2030-namedEntities,UNLOCATED_SPAN,2030,Sessions,false
UNLOCATED-2035-namedEntities,UNLOCATED_SPAN,2035,Senate,false
UNLOCATED-2035-namedEntities,UNLOCATED_SPAN,2035,House,false
UNLOCATED-2039-namedEntities,UNLOCATED_SPAN,2039,America,false
UNLOCATED-2039-namedEntities,UNLOCATED_SPAN,2039,God,false
UNLOCATED-2040-namedEntities,UNLOCATED_SPAN,2040,Judicial Watch,false
UNLOCATED-2040-namedEntities,UNLOCATED_SPAN,2040,Carter Page,false
UNLOCATED-2043-namedEntities,UNLOCATED_SPAN,2043,Flynn,false
UNLOCATED-2043-namedEntities,UNLOCATED_SPAN,2043,Flynn,false
UNLOCATED-2054-namedEntities,UNLOCATED_SPAN,2054,Donald J. Trump,false
UNLOCATED-2054-namedEntities,UNLOCATED_SPAN,2054,Donald J. Trump,false
UNLOCATED-2058-namedEntities,UNLOCATED_SPAN,2058,Ezra Cohen-Watnick,false
UNLOCATED-2061-namedEntities,UNLOCATED_SPAN,2061,23andMe,false
UNLOCATED-2061-namedEntities,UNLOCATED_SPAN,2061,Moscow,false
UNLOCATED-2072-namedEntities,UNLOCATED_SPAN,2072,Sessions,false
UNLOCATED-2072-namedEntities,UNLOCATED_SPAN,2072,Sessions,false
UNLOCATED-2072-namedEntities,UNLOCATED_SPAN,2072,Sessions,false
UNLOCATED-2072-namedEntities,UNLOCATED_SPAN,2072,Sessions,false
UNLOCATED-2072-namedEntities,UNLOCATED_SPAN,2072,Sessions,false
UNLOCATED-2072-namedEntities,UNLOCATED_SPAN,2072,Sessions,false
UNLOCATED-2072-namedEntities,UNLOCATED_SPAN,2072,Sessions,false
UNLOCATED-2072-namedEntities,UNLOCATED_SPAN,2072,Sessions,false
UNLOCATED-2072-namedEntities,UNLOCATED_SPAN,2072,Mueller,false
UNLOCATED-2072-namedEntities,UNLOCATED_SPAN,2072,Huber,false
UNLOCATED-2072-namedEntities,UNLOCATED_SPAN,2072,Huber,false
UNLOCATED-2072-namedEntities,UNLOCATED_SPAN,2072,Huber,false
UNLOCATED-2072-namedEntities,UNLOCATED_SPAN,2072,Huber,false
UNLOCATED-2072-namedEntities,UNLOCATED_SPAN,2072,Huber,false
UNLOCATED-2072-namedEntities,UNLOCATED_SPAN,2072,Speaker of the House,false
UNLOCATED-2076-namedEntities,UNLOCATED_SPAN,2076,State Department OIG,false
UNLOCATED-2107-namedEntities,UNLOCATED_SPAN,2107,Brennan,false
UNLOCATED-2107-namedEntities,UNLOCATED_SPAN,2107,Weissmann,false
UNLOCATED-2129-namedEntities,UNLOCATED_SPAN,2129,Hussein,false
UNLOCATED-2129-namedEntities,UNLOCATED_SPAN,2129,Hussein,false
UNLOCATED-2129-namedEntities,UNLOCATED_SPAN,2129,Hussein,false
UNLOCATED-2129-namedEntities,UNLOCATED_SPAN,2129,Brennan,false
UNLOCATED-2129-namedEntities,UNLOCATED_SPAN,2129,Clapper,false
UNLOCATED-2136-namedEntities,UNLOCATED_SPAN,2136,CBN News,false
UNLOCATED-2136-namedEntities,UNLOCATED_SPAN,2136,The Independent,false
UNLOCATED-2150-namedEntities,UNLOCATED_SPAN,2150,Patriot Day,false
UNLOCATED-2165-namedEntities,UNLOCATED_SPAN,2165,Sessions,false
UNLOCATED-2165-namedEntities,UNLOCATED_SPAN,2165,Sessions,false
UNLOCATED-2165-namedEntities,UNLOCATED_SPAN,2165,Sessions,false
UNLOCATED-2165-namedEntities,UNLOCATED_SPAN,2165,Sessions,false
UNLOCATED-2165-namedEntities,UNLOCATED_SPAN,2165,Sessions,false
UNLOCATED-2165-namedEntities,UNLOCATED_SPAN,2165,Mueller,false
UNLOCATED-2165-namedEntities,UNLOCATED_SPAN,2165,Flynn,false
UNLOCATED-2180-namedEntities,UNLOCATED_SPAN,2180,Mueller,false
UNLOCATED-2181-namedEntities,UNLOCATED_SPAN,2181,Nunes,false
UNLOCATED-2181-namedEntities,UNLOCATED_SPAN,2181,House Intelligence,false
UNLOCATED-2197-namedEntities,UNLOCATED_SPAN,2197,Sessions,false
UNLOCATED-2203-namedEntities,UNLOCATED_SPAN,2203,Lynch,false
UNLOCATED-2204-namedEntities,UNLOCATED_SPAN,2204,Sessions,false
UNLOCATED-2204-namedEntities,UNLOCATED_SPAN,2204,Huber,false
UNLOCATED-2205-namedEntities,UNLOCATED_SPAN,2205,Sessions,false
UNLOCATED-2206-namedEntities,UNLOCATED_SPAN,2206,Wired,false
UNLOCATED-2207-namedEntities,UNLOCATED_SPAN,2207,Hussein,false
UNLOCATED-2211-namedEntities,UNLOCATED_SPAN,2211,Sessions,false
UNLOCATED-2211-namedEntities,UNLOCATED_SPAN,2211,Sessions,false
UNLOCATED-2211-namedEntities,UNLOCATED_SPAN,2211,Sessions,false
UNLOCATED-2211-namedEntities,UNLOCATED_SPAN,2211,Sessions,false
UNLOCATED-2211-namedEntities,UNLOCATED_SPAN,2211,Sessions,false
UNLOCATED-2211-namedEntities,UNLOCATED_SPAN,2211,Sessions,false
UNLOCATED-2211-namedEntities,UNLOCATED_SPAN,2211,Sessions,false
UNLOCATED-2211-namedEntities,UNLOCATED_SPAN,2211,Sessions,false
UNLOCATED-2211-namedEntities,UNLOCATED_SPAN,2211,Mueller,false
UNLOCATED-2211-namedEntities,UNLOCATED_SPAN,2211,Huber,false
UNLOCATED-2211-namedEntities,UNLOCATED_SPAN,2211,Huber,false
UNLOCATED-2211-namedEntities,UNLOCATED_SPAN,2211,Huber,false
UNLOCATED-2211-namedEntities,UNLOCATED_SPAN,2211,Huber,false
UNLOCATED-2211-namedEntities,UNLOCATED_SPAN,2211,Huber,false
UNLOCATED-2211-namedEntities,UNLOCATED_SPAN,2211,Huber,false
UNLOCATED-2211-namedEntities,UNLOCATED_SPAN,2211,Speaker of the House,false
UNLOCATED-2248-namedEntities,UNLOCATED_SPAN,2248,Nunes,false
UNLOCATED-2261-namedEntities,UNLOCATED_SPAN,2261,Hussein,false
UNLOCATED-2261-namedEntities,UNLOCATED_SPAN,2261,Brennan,false
UNLOCATED-2261-namedEntities,UNLOCATED_SPAN,2261,Comey,false
UNLOCATED-2273-namedEntities,UNLOCATED_SPAN,2273,Mueller,false
UNLOCATED-2273-namedEntities,UNLOCATED_SPAN,2273,McCabe,false
UNLOCATED-2274-namedEntities,UNLOCATED_SPAN,2274,Grassley,false
UNLOCATED-2275-namedEntities,UNLOCATED_SPAN,2275,Hussein,false
UNLOCATED-2277-namedEntities,UNLOCATED_SPAN,2277,Feinstein,false
UNLOCATED-2281-namedEntities,UNLOCATED_SPAN,2281,Feinstein,false
UNLOCATED-2281-namedEntities,UNLOCATED_SPAN,2281,Murkowski,false
UNLOCATED-2326-namedEntities,UNLOCATED_SPAN,2326,Baker,false
UNLOCATED-2335-namedEntities,UNLOCATED_SPAN,2335,People's Liberation Army,false
UNLOCATED-2345-namedEntities,UNLOCATED_SPAN,2345,Feinstein,false
UNLOCATED-2345-namedEntities,UNLOCATED_SPAN,2345,Murkowski,false
UNLOCATED-2353-namedEntities,UNLOCATED_SPAN,2353,Democrat Party,false
UNLOCATED-2356-namedEntities,UNLOCATED_SPAN,2356,Justice K,false
UNLOCATED-236-namedEntities,UNLOCATED_SPAN,236,Huma,false
UNLOCATED-2361-namedEntities,UNLOCATED_SPAN,2361,D party,false
UNLOCATED-2378-namedEntities,UNLOCATED_SPAN,2378,America,false
UNLOCATED-2381-namedEntities,UNLOCATED_SPAN,2381,Sessions,false
UNLOCATED-2381-namedEntities,UNLOCATED_SPAN,2381,Sessions,false
UNLOCATED-2381-namedEntities,UNLOCATED_SPAN,2381,Senate,false
UNLOCATED-2381-namedEntities,UNLOCATED_SPAN,2381,Senate,false
UNLOCATED-2390-namedEntities,UNLOCATED_SPAN,2390,House of Cards,false
UNLOCATED-2396-namedEntities,UNLOCATED_SPAN,2396,Putin,false
UNLOCATED-2397-namedEntities,UNLOCATED_SPAN,2397,Sessions,false
UNLOCATED-2397-namedEntities,UNLOCATED_SPAN,2397,Senate,false
UNLOCATED-2397-namedEntities,UNLOCATED_SPAN,2397,Huber,false
UNLOCATED-2397-namedEntities,UNLOCATED_SPAN,2397,Huber,false
UNLOCATED-2401-namedEntities,UNLOCATED_SPAN,2401,Amazon,false
UNLOCATED-2436-namedEntities,UNLOCATED_SPAN,2436,America,false
UNLOCATED-2436-namedEntities,UNLOCATED_SPAN,2436,America,false
UNLOCATED-2436-namedEntities,UNLOCATED_SPAN,2436,America,false
UNLOCATED-2436-namedEntities,UNLOCATED_SPAN,2436,America,false
UNLOCATED-2440-namedEntities,UNLOCATED_SPAN,2440,United States of America,false
UNLOCATED-2440-namedEntities,UNLOCATED_SPAN,2440,America,false
UNLOCATED-2440-namedEntities,UNLOCATED_SPAN,2440,America,false
UNLOCATED-2445-namedEntities,UNLOCATED_SPAN,2445,Grassley,false
UNLOCATED-2453-namedEntities,UNLOCATED_SPAN,2453,Senate,false
UNLOCATED-2462-namedEntities,UNLOCATED_SPAN,2462,D party,false
UNLOCATED-2462-namedEntities,UNLOCATED_SPAN,2462,Senate,false
UNLOCATED-2492-namedEntities,UNLOCATED_SPAN,2492,Arizona,false
UNLOCATED-2495-namedEntities,UNLOCATED_SPAN,2495,Senate,false
UNLOCATED-2495-namedEntities,UNLOCATED_SPAN,2495,Whitaker,false
UNLOCATED-2499-namedEntities,UNLOCATED_SPAN,2499,House of Cards,false
UNLOCATED-2500-namedEntities,UNLOCATED_SPAN,2500,Mueller,false
UNLOCATED-2501-namedEntities,UNLOCATED_SPAN,2501,Whitaker,false
UNLOCATED-2501-namedEntities,UNLOCATED_SPAN,2501,President,false
UNLOCATED-2506-namedEntities,UNLOCATED_SPAN,2506,Sessions,false
UNLOCATED-2506-namedEntities,UNLOCATED_SPAN,2506,Huber,false
UNLOCATED-2507-namedEntities,UNLOCATED_SPAN,2507,Huber,false
UNLOCATED-2511-namedEntities,UNLOCATED_SPAN,2511,Mueller,false
UNLOCATED-2523-namedEntities,UNLOCATED_SPAN,2523,Kavanaugh,false
UNLOCATED-2523-namedEntities,UNLOCATED_SPAN,2523,God,false
UNLOCATED-2524-namedEntities,UNLOCATED_SPAN,2524,Huber,false
UNLOCATED-2525-namedEntities,UNLOCATED_SPAN,2525,Huber,false
UNLOCATED-2548-namedEntities,UNLOCATED_SPAN,2548,Senate,false
UNLOCATED-2548-namedEntities,UNLOCATED_SPAN,2548,Huber,false
UNLOCATED-2548-namedEntities,UNLOCATED_SPAN,2548,Huber,false
UNLOCATED-2555-namedEntities,UNLOCATED_SPAN,2555,Huber,false
UNLOCATED-2555-namedEntities,UNLOCATED_SPAN,2555,Whitaker,false
UNLOCATED-2555-namedEntities,UNLOCATED_SPAN,2555,Horowitz,false
UNLOCATED-2555-namedEntities,UNLOCATED_SPAN,2555,Wray,false
UNLOCATED-2559-namedEntities,UNLOCATED_SPAN,2559,God,false
UNLOCATED-2561-namedEntities,UNLOCATED_SPAN,2561,Sessions,false
UNLOCATED-2561-namedEntities,UNLOCATED_SPAN,2561,Huber,false
UNLOCATED-2561-namedEntities,UNLOCATED_SPAN,2561,Huber,false
UNLOCATED-2561-namedEntities,UNLOCATED_SPAN,2561,Huber,false
UNLOCATED-2561-namedEntities,UNLOCATED_SPAN,2561,Huber,false
UNLOCATED-2568-namedEntities,UNLOCATED_SPAN,2568,Brennan,false
UNLOCATED-2569-namedEntities,UNLOCATED_SPAN,2569,Freedom Caucus,false
UNLOCATED-2576-namedEntities,UNLOCATED_SPAN,2576,Samantha Power,false
UNLOCATED-2584-namedEntities,UNLOCATED_SPAN,2584,America,false
UNLOCATED-2596-namedEntities,UNLOCATED_SPAN,2596,Merkel,false
UNLOCATED-260-namedEntities,UNLOCATED_SPAN,260,Flynn,false
UNLOCATED-2600-namedEntities,UNLOCATED_SPAN,2600,Sara Carter,false
UNLOCATED-2601-namedEntities,UNLOCATED_SPAN,2601,Huber,false
UNLOCATED-2603-namedEntities,UNLOCATED_SPAN,2603,Sessions,false
UNLOCATED-2604-namedEntities,UNLOCATED_SPAN,2604,Sessions,false
UNLOCATED-2604-namedEntities,UNLOCATED_SPAN,2604,Senate,false
UNLOCATED-2604-namedEntities,UNLOCATED_SPAN,2604,Huber,false
UNLOCATED-2604-namedEntities,UNLOCATED_SPAN,2604,Huber,false
UNLOCATED-2633-namedEntities,UNLOCATED_SPAN,2633,US Senate,false
UNLOCATED-2640-namedEntities,UNLOCATED_SPAN,2640,Hussein,false
UNLOCATED-2640-namedEntities,UNLOCATED_SPAN,2640,Hussein,false
UNLOCATED-2640-namedEntities,UNLOCATED_SPAN,2640,Hussein,false
UNLOCATED-2640-namedEntities,UNLOCATED_SPAN,2640,Hussein,false
UNLOCATED-2640-namedEntities,UNLOCATED_SPAN,2640,Hussein,false
UNLOCATED-2640-namedEntities,UNLOCATED_SPAN,2640,Hussein,false
UNLOCATED-2640-namedEntities,UNLOCATED_SPAN,2640,Hussein,false
UNLOCATED-2643-namedEntities,UNLOCATED_SPAN,2643,Sessions,false
UNLOCATED-2643-namedEntities,UNLOCATED_SPAN,2643,Sessions,false
UNLOCATED-2643-namedEntities,UNLOCATED_SPAN,2643,Mueller,false
UNLOCATED-2643-namedEntities,UNLOCATED_SPAN,2643,Mueller,false
UNLOCATED-2643-namedEntities,UNLOCATED_SPAN,2643,Mueller,false
UNLOCATED-2657-namedEntities,UNLOCATED_SPAN,2657,Hussein,false
UNLOCATED-2657-namedEntities,UNLOCATED_SPAN,2657,Venezuela,false
UNLOCATED-2657-namedEntities,UNLOCATED_SPAN,2657,Ecuador,false
UNLOCATED-2658-namedEntities,UNLOCATED_SPAN,2658,Hussein,false
UNLOCATED-2658-namedEntities,UNLOCATED_SPAN,2658,Senate,false
UNLOCATED-2658-namedEntities,UNLOCATED_SPAN,2658,Syria,false
UNLOCATED-2672-namedEntities,UNLOCATED_SPAN,2672,Mueller,false
UNLOCATED-2673-namedEntities,UNLOCATED_SPAN,2673,Charlie Kirk,false
UNLOCATED-2676-namedEntities,UNLOCATED_SPAN,2676,Huber,false
UNLOCATED-2686-namedEntities,UNLOCATED_SPAN,2686,McCabe,false
UNLOCATED-2691-namedEntities,UNLOCATED_SPAN,2691,Mueller,false
UNLOCATED-2691-namedEntities,UNLOCATED_SPAN,2691,Mueller,false
UNLOCATED-2691-namedEntities,UNLOCATED_SPAN,2691,Mueller,false
UNLOCATED-2693-namedEntities,UNLOCATED_SPAN,2693,Congress,false
UNLOCATED-2693-namedEntities,UNLOCATED_SPAN,2693,Senate,false
UNLOCATED-2717-namedEntities,UNLOCATED_SPAN,2717,Mueller,false
UNLOCATED-2717-namedEntities,UNLOCATED_SPAN,2717,Barr,false
UNLOCATED-2718-namedEntities,UNLOCATED_SPAN,2718,Barr,false
UNLOCATED-2730-namedEntities,UNLOCATED_SPAN,2730,God,false
UNLOCATED-275-namedEntities,UNLOCATED_SPAN,275,Soros,false
UNLOCATED-2766-namedEntities,UNLOCATED_SPAN,2766,Whitaker,false
UNLOCATED-2768-namedEntities,UNLOCATED_SPAN,2768,Kamala Harris,false
UNLOCATED-2768-namedEntities,UNLOCATED_SPAN,2768,Jussie Smollett,false
UNLOCATED-2770-namedEntities,UNLOCATED_SPAN,2770,Hussein,false
UNLOCATED-2770-namedEntities,UNLOCATED_SPAN,2770,Hussein,false
UNLOCATED-2770-namedEntities,UNLOCATED_SPAN,2770,Hussein,false
UNLOCATED-2770-namedEntities,UNLOCATED_SPAN,2770,Hussein,false
UNLOCATED-2782-namedEntities,UNLOCATED_SPAN,2782,Gavin Newsom,false
UNLOCATED-2787-namedEntities,UNLOCATED_SPAN,2787,Hussein,false
UNLOCATED-2788-namedEntities,UNLOCATED_SPAN,2788,God,false
UNLOCATED-2807-namedEntities,UNLOCATED_SPAN,2807,United States of America,false
UNLOCATED-2807-namedEntities,UNLOCATED_SPAN,2807,God,false
UNLOCATED-2838-namedEntities,UNLOCATED_SPAN,2838,Barr,false
UNLOCATED-2841-namedEntities,UNLOCATED_SPAN,2841,Ann Coulter,false
UNLOCATED-2844-namedEntities,UNLOCATED_SPAN,2844,Hussein,false
UNLOCATED-2849-namedEntities,UNLOCATED_SPAN,2849,Smollett,false
UNLOCATED-285-namedEntities,UNLOCATED_SPAN,285,Freedom Caucus,false
UNLOCATED-2850-namedEntities,UNLOCATED_SPAN,2850,Liberals,false
UNLOCATED-2856-namedEntities,UNLOCATED_SPAN,2856,Barr,false
UNLOCATED-2878-namedEntities,UNLOCATED_SPAN,2878,Hillary,false
UNLOCATED-2883-namedEntities,UNLOCATED_SPAN,2883,Hussein,false
UNLOCATED-2935-namedEntities,UNLOCATED_SPAN,2935,Mueller,false
UNLOCATED-2936-namedEntities,UNLOCATED_SPAN,2936,Trump,false
UNLOCATED-2937-namedEntities,UNLOCATED_SPAN,2937,Huber,false
UNLOCATED-2937-namedEntities,UNLOCATED_SPAN,2937,Barr,false
UNLOCATED-2955-namedEntities,UNLOCATED_SPAN,2955,Whitaker,false
UNLOCATED-2984-namedEntities,UNLOCATED_SPAN,2984,Hussein,false
UNLOCATED-2984-namedEntities,UNLOCATED_SPAN,2984,Brennan,false
UNLOCATED-2984-namedEntities,UNLOCATED_SPAN,2984,Senate,false
UNLOCATED-2984-namedEntities,UNLOCATED_SPAN,2984,Senate,false
UNLOCATED-2984-namedEntities,UNLOCATED_SPAN,2984,Building 8,false
UNLOCATED-2984-namedEntities,UNLOCATED_SPAN,2984,Xbox,false
UNLOCATED-2984-namedEntities,UNLOCATED_SPAN,2984,Amazon,false
UNLOCATED-2989-namedEntities,UNLOCATED_SPAN,2989,United States of America,false
UNLOCATED-2989-namedEntities,UNLOCATED_SPAN,2989,Ivy League,false
UNLOCATED-3004-namedEntities,UNLOCATED_SPAN,3004,Sessions,false
