stableOccurrenceId,postNum,storedPhrase,sentenceText,directiveSegments,religiousSegment,themes,proposedDestination,authorshipState,sourceType,alsoQuotedInPayload,action,proposedRuling,status,blockedBy,reason
"1753#0","1753","Start.","Start.","Start.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1753#1","1753","Think criminal/illegal act(s) to prevent/overturn Presidential election of POTUS.","Think criminal/illegal act(s) to prevent/overturn Presidential election of POTUS.","Think criminal/illegal act(s) to prevent/overturn Presidential election of POTUS.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1753#2","1753","Think Sessions open statement re: leak investigations.","Think Sessions open statement re: leak investigations.","Think Sessions open statement re: leak investigations.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"176#0","176","Learn to read the map.","Learn to read the map.","Learn to read the map.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1761#0","1761","Stay the course.","Stay the course.","Stay the course.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1764#0","1764","Think FISA.","Think FISA.","Think FISA.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1764#1","1764","Think NO NAME.","Think NO NAME.","Think NO NAME.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1764#2","1764","Think UK.","Think UK.","Think UK.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1769#0","1769","Stay the course.","Stay the course.","Stay the course.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"177#0","177","Confirm.","Confirm.","Confirm.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"177#1","177","Learn to read the map.","Learn to read the map.","Learn to read the map.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1770#0","1770","Enjoy the show.","Enjoy the show.","Enjoy the show.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1773#0","1773","Track last.","Track last.","Track last.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1777#0","1777","Please post your pic/vid as POTUS specifically pointed at you moments ago.","Please post your pic/vid as POTUS specifically pointed at you moments ago.","Please post your pic/vid as POTUS specifically pointed at you moments ago.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","long sentence inside a drop whose dominant register is Q — prose shape alone is not a quotation"
"178#0","178","Archive immediately.","Archive immediately.","Archive immediately.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"178#1","178","Confirm.","Confirm.","Confirm.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"178#2","178","Learn to read the map.","Learn to read the map.","Learn to read the map.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1782#0","1782","Enjoy the show!","Enjoy the show!","Enjoy the show!","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1783#0","1783","God bless!","God bless!","God bless!","","","RELIGION_THEME_ONLY","Q_AUTHORED_CURRENT_POST","Q_BODY","false","REMOVE_FROM_DIRECTIVES","REMOVE_BLESSING_OR_VALEDICTION","READY","","blessing or valediction, not a command"
"1785#0","1785","Enjoy the show.","Enjoy the show.","Enjoy the show.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1786#0","1786","Handle w/ care.","Handle w/ care.","Handle w/ care.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1787#0","1787","Eyes on: 300-350mm","Eyes on: 300-350mm","Eyes on: 300-350mm","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1787#1","1787","Think email.","Think email.","Think email.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1787#2","1787","Think #1776.","Think #1776.","Think #1776.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"179#0","179","Act II, Scene IV.","Act II, Scene IV.","Act II, Scene IV.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1792#0","1792","Fear not.","Fear not.","Fear not.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1796#0","1796","Ask yourself, why?","Ask yourself, why?","Ask yourself, why?","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1796#1","1796","Enjoy the show!","Enjoy the show!","Enjoy the show!","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1804#0","1804","Rally: USSS threat IDEN > action taken.","Rally: USSS threat IDEN > action taken.","Rally: USSS threat IDEN > action taken.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1805#0","1805","Think connection.","Think connection.","Think connection.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1805#1","1805","Post noted (VIP access).","Post noted (VIP access).","Post noted (VIP access).","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"181#0","181","Godspeed, Patriot.","Godspeed, Patriot.","Godspeed, Patriot.","","","RELIGION_THEME_ONLY","Q_AUTHORED_CURRENT_POST","Q_BODY","false","REMOVE_FROM_DIRECTIVES","REMOVE_BLESSING_OR_VALEDICTION","READY","","blessing or valediction, not a command"
"1812#0","1812","Think WRAY (yesterday).","Think WRAY (yesterday).","Think WRAY (yesterday).","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1812#1","1812","Think [RR] (today).","Think [RR] (today).","Think [RR] (today).","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1817#0","1817","Be aware of your surroundings.","Be aware of your surroundings.","Be aware of your surroundings.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1817#1","1817","See something.","See something.","See something.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1817#2","1817","Say something.","Say something.","Say something.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1818#0","1818","Reconcile.","Reconcile.","Reconcile.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1822#0","1822","Define Conspiracy.","Define Conspiracy.","Define Conspiracy.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1822#1","1822","Think WL list of journalists who colluded w/ HRC/DNC (2016 Pres election).","Think WL list of journalists who colluded w/ HRC/DNC (2016 Pres election).","Think WL list of journalists who colluded w/ HRC/DNC (2016 Pres election).","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1822#2","1822","Research for yourself.","Research for yourself.","Research for yourself.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1822#3","1822","Think for yourself.","Think for yourself.","Think for yourself.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1822#4","1822","Trust yourself.","Trust yourself.","Trust yourself.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1822#5","1822","Think resignations of CEOs.","Think resignations of CEOs.","Think resignations of CEOs.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1822#6","1822","Think resignations of Senators.","Think resignations of Senators.","Think resignations of Senators.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1822#7","1822","Think resignations of Congress.","Think resignations of Congress.","Think resignations of Congress.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1822#8","1822","Think termination of sr FBI…","Think termination of sr FBI…","Think termination of sr FBI…","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1822#9","1822","Think termination of sr DOJ…","Think termination of sr DOJ…","Think termination of sr DOJ…","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1822#10","1822","Ask yourself a simple question – WHY????","Ask yourself a simple question – WHY????","Ask yourself a simple question – WHY????","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1822#11","1822","Think sealed indictments count.","Think sealed indictments count.","Think sealed indictments count.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1823#0","1823","Think Russian bots.","Think Russian bots.","Think Russian bots.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1823#1","1823","Think Foreign propaganda.","Think Foreign propaganda.","Think Foreign propaganda.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1824#0","1824","Ask yourself, if the U.S.","Ask yourself, if the U.S. GDP is greater than the total of all others  combined (G7), which allows us to negotiate from a position of strength, why would previous President's 'knowingly' [unequally] distribute America's wealth away by making unbalanced trade deals?","Ask yourself, if the U.S.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1825#0","1825","Digest and understand.","Digest and understand.","Digest and understand.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1829#0","1829","Think several.","Think several.","Think several.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1831#0","1831","Think Haiti [14:40]","Think Haiti [14:40]","Think Haiti [14:40]","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1831#1","1831","Think Watergate Commission [removed_why_investigate].","Think Watergate Commission [removed_why_investigate].","Think Watergate Commission [removed_why_investigate].","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1831#2","1831","Listen very carefully.","Listen very carefully.","Listen very carefully.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1831#3","1831","NEVER STOP PRAYING.","NEVER STOP PRAYING.","NEVER STOP PRAYING.","","Religion & Spirituality","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_DIRECTIVE_AND_RELIGIOUS_THEME","READY","","canonical post body, no embedded-source evidence"
"1832#0","1832","Re_read drops re: Haiti.","Re_read drops re: Haiti.","Re_read drops re: Haiti.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1837#0","1837","STAY STRONG.","STAY STRONG.","STAY STRONG.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1837#1","1837","STAY TOGETHER.","STAY TOGETHER.","STAY TOGETHER.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1838#0","1838","CHECK-IN 00:00+[37209-a271927]-[381937821]","CHECK-IN 00:00+[37209-a271927]-[381937821]","CHECK-IN 00:00+[37209-a271927]-[381937821]","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"184#0","184","Follow the Owl & Y head around the world.","Follow the Owl & Y head around the world.","Follow the Owl & Y head around the world.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"184#1","184","Identify and list.","Identify and list.","Identify and list.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1841#0","1841","Define Antitrust Law(s).","Define Antitrust Law(s).","Define Antitrust Law(s).","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1841#1","1841","Reconcile.","Reconcile.","Reconcile.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1845#0","1845","Think missile.","Think missile.","Think missile.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1847#0","1847",">>Test strength of midterms through private analysis (win/loss ratio)",">>Test strength of midterms through private analysis (win/loss ratio)",">>Test strength of midterms through private analysis (win/loss ratio)","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1847#1","1847","Think missile(s) accidentally fired.","Think missile(s) accidentally fired.","Think missile(s) accidentally fired.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1856#0","1856","Enjoy the show.","Enjoy the show.","Enjoy the show.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"186#0","186","Godspeed.","Godspeed.","Godspeed.","","","RELIGION_THEME_ONLY","Q_AUTHORED_CURRENT_POST","Q_BODY","false","REMOVE_FROM_DIRECTIVES","REMOVE_BLESSING_OR_VALEDICTION","READY","","blessing or valediction, not a command"
"1862#0","1862","Define 'Projection'.","Define 'Projection'.","Define 'Projection'.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1862#1","1862","Define 'Insurance Policy'.","Define 'Insurance Policy'.","Define 'Insurance Policy'.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1862#2","1862","Define 'Warning Against Attempts to Unveil'.","Define 'Warning Against Attempts to Unveil'.","Define 'Warning Against Attempts to Unveil'.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1862#3","1862","Smile for the Camera.","Smile for the Camera.","Smile for the Camera.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1863#0","1863","Do not let this HYPOCRISY stand.","Do not let this HYPOCRISY stand.","Do not let this HYPOCRISY stand.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1863#1","1863","FIGHT!","FIGHT!","FIGHT!","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1866#0","1866","EYES ON.","EYES ON.","EYES ON.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1866#1","1866","Think offense.","Think offense.","Think offense.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1867#0","1867","Enjoy the show.","Enjoy the show.","Enjoy the show.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1868#0","1868","Do not link to [CF].","Do not link to [CF].","Do not link to [CF].","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1869#0","1869","Calculate probability.","Calculate probability.","Calculate probability.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1869#1","1869","Think missile intercept.","Think missile intercept.","Think missile intercept.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1869#2","1869","Think aircraft.","Think aircraft.","Think aircraft.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1870#0","1870","Think waves.","Think waves.","Think waves.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1870#1","1870","Think coordinated.","Think coordinated.","Think coordinated.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1870#2","1870","Think ALL outlets utilized + FAKES [Fake MAGA]","Think ALL outlets utilized + FAKES [Fake MAGA]","Think ALL outlets utilized + FAKES [Fake MAGA]","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1871#0","1871","Find the connections.","Find the connections.","Find the connections.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1872#0","1872","Think previous: BOOM BOOM BOOM BOOM","Think previous: BOOM BOOM BOOM BOOM","Think previous: BOOM BOOM BOOM BOOM","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1872#1","1872","Re_read drops re: SET UP.","Re_read drops re: SET UP.","Re_read drops re: SET UP.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1873#0","1873","Ask yourself - WHY?","Ask yourself - WHY?","Ask yourself - WHY?","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1876#0","1876","Think XKeyscore + PRISM specifically.","Think XKeyscore + PRISM specifically.","Think XKeyscore + PRISM specifically.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1876#1","1876","Think SIGINT.","Think SIGINT.","Think SIGINT.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1879#0","1879","Expect MANY MANY MANY similar reports to surface from around the world.","Expect MANY MANY MANY similar reports to surface from around the world.","Expect MANY MANY MANY similar reports to surface from around the world.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1882#0","1882","Read very carefully.","Read very carefully.","Read very carefully.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1886#0","1886","Put on the full armor of God so that you can take your stand against the devil's schemes.","Put on the full armor of God so that you can take your stand against the devil’s schemes.","Put on the full armor of God so that you can take your stand against the devil’s schemes.","","","","QUOTED_OR_EMBEDDED","QUOTED_SCRIPTURE","false","REMOVE_FROM_DIRECTIVES","REMOVE_QUOTED_SCRIPTURE","READY","","reproduced scripture"
"1886#1","1886","Stand firm then, with the belt of truth buckled around your waist, with the breastplate of righteousness in place, and with your feet fitted with the readiness that comes from the gospel of peace.","Stand firm then, with the belt of truth buckled around your waist, with the breastplate of righteousness in place, and with your feet fitted with the readiness that comes from the gospel of peace.","Stand firm then, with the belt of truth buckled around your waist, with the breastplate of righteousness in place, and with your feet fitted with the readiness that comes from the gospel of peace.","","","","QUOTED_OR_EMBEDDED","QUOTED_SCRIPTURE","false","REMOVE_FROM_DIRECTIVES","REMOVE_QUOTED_SCRIPTURE","READY","","reproduced scripture"
"1886#2","1886","Take the helmet of salvation and the sword of the Spirit, which is the word of God.","Take the helmet of salvation and the sword of the Spirit, which is the word of God.","Take the helmet of salvation and the sword of the Spirit, which is the word of God.","","","","QUOTED_OR_EMBEDDED","QUOTED_SCRIPTURE","false","REMOVE_FROM_DIRECTIVES","REMOVE_QUOTED_SCRIPTURE","READY","","reproduced scripture"
"1887#0","1887","Define C_A regional assets.","Define C_A regional assets.","Define C_A regional assets.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"189#0","189","Identify symbolism (Owl / Y).","Identify symbolism (Owl / Y).","Identify symbolism (Owl / Y).","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"189#1","189","Push conspiracy theory.","Push conspiracy theory.","Push conspiracy theory.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"189#2","189","Push conspiracy theory and institute new rules allowing for ban.","Push conspiracy theory and institute new rules allowing for ban.","Push conspiracy theory and institute new rules allowing for ban.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"189#3","189","Re-read graphic (ex: what family did Soros replace (Y)).","Re-read graphic (ex: what family did Soros replace (Y)).","Re-read graphic (ex: what family did Soros replace (Y)).","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1892#0","1892","NEVER FORGET.","NEVER FORGET.","NEVER FORGET.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1895#0","1895","Focus on her necklace.","Focus on her necklace.","Focus on her necklace.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1895#1","1895","Find the match.","Find the match.","Find the match.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1897#0","1897","Find the matches.","Find the matches.","Find the matches.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1897#1","1897","Open source.","Open source.","Open source.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1898#0","1898","Compare pool of V w/ painting of kids in pool (red shoes).","Compare pool of V w/ painting of kids in pool (red shoes).","Compare pool of V w/ painting of kids in pool (red shoes).","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1899#0","1899","Cross against Podesta.","Cross against Podesta.","Cross against Podesta.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1899#1","1899","Review 2015/2016 pics (inside only).","Review 2015/2016 pics (inside only).","Review 2015/2016 pics (inside only).","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1899#2","1899","Travel to Rome.","Travel to Rome.","Travel to Rome.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"19#0","19","Follow the money.","Follow the money.","Follow the money.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
